alist-encrypt  | 2026-06-04T20:48:12 [req-1d876f] [/] [request] GET / status=200 bytes=1425 duration=7.631096ms
alist-encrypt  | 2026-06-04T20:49:05 [req-626d82] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=502 bytes=44 duration=804.428345ms
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4 -> /移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [propfind] Timings upstream=2.93308ms parse=3.221712ms decrypt=273.144µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:05 [req-45430a] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=6.636986ms
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [propfind] Timings upstream=2.775879ms parse=4.880088ms decrypt=41.505µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:05 [req-5d320d] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=8.163088ms
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=3)
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:05 [req-b5ef2c] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=4)
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:05 [req-0c5299] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [propfind] Timings upstream=3.532822ms parse=15.771866ms decrypt=48.405µs entries=1 bytes=594
alist-encrypt  | 2026-06-04T20:49:05 [req-5a6b39] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4 status=207 bytes=594 duration=19.498154ms
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4 -> /移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4 real=/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=5)
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] File size: 6563097521, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:05 [req-d79769] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=223 zeros=1
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=222 zeros=4
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=223 zeros=1
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/I9~dIhmzFxHqI63Xcq4DcpUp5CkHEzjLU~r85GXpOZHtage-F.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:49:06 [req-0c5299] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=502 bytes=44 duration=705.225123ms
alist-encrypt  | 2026-06-04T20:49:06 [req-d79769] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4 status=502 bytes=44 duration=695.717389ms
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/madoubt.com 228353.xyz IPZZ-835.mp4"
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 -> /移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [propfind] Timings upstream=2.249721ms parse=1.833473ms decrypt=41.97µs entries=1 bytes=565
alist-encrypt  | 2026-06-04T20:49:06 [req-212aac] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 status=207 bytes=565 duration=4.221891ms
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/hhd800.com@892OERO-001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/hhd800.com@892OERO-001.mp4 -> /移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [propfind] Timings upstream=2.619281ms parse=1.848253ms decrypt=45.187µs entries=1 bytes=571
alist-encrypt  | 2026-06-04T20:49:06 [req-1f2a30] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4 status=207 bytes=571 duration=4.730707ms
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/hhd800.com@892OERO-001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/hhd800.com@892OERO-001.mp4 -> /移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 -> /移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4 real=/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/hhd800.com@892OERO-001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=6)
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] File size: 2549052451, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:06 [req-2071fc] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIU0DQGLswmLs5G0YcZHtage-F.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 real=/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=7)
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] File size: 3518023867, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:06 [req-dfd04a] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=222 zeros=4
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-04T20:49:06+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-04T20:49:06 [req-b5ef2c] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=502 bytes=44 duration=772.741705ms
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/4k2.me@start-521ch.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/4k2.me@start-521ch.mp4 -> /移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [propfind] Timings upstream=3.125772ms parse=2.133836ms decrypt=35.961µs entries=1 bytes=564
alist-encrypt  | 2026-06-04T20:49:06 [req-593dff] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/4k2.me@start-521ch.mp4 status=207 bytes=564 duration=5.386947ms
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/4k2.me@start-521ch.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/4k2.me@start-521ch.mp4 -> /移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/4k2.me@start-521ch.mp4 real=/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/4k2.me@start-521ch.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=8)
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] File size: 7639403829, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:06 [req-95d6b1] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/O7Jo5V+1eSO3lfL35GUoc9OT5V+YO0--J.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [propfind] Timings upstream=2.486336ms parse=1.603796ms decrypt=37.565µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:06 [req-67f3ed] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=207 bytes=581 duration=4.210947ms
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=9)
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] File size: 1833849240, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:06 [req-0bdf41] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin
alist-encrypt  | 2026-06-04T20:49:06+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:49:06+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin"
