alist-encrypt  | 2026-06-05T07:13:52 [req-c12d4e] [api:/auth] [request] POST /api/auth/login status=200 bytes=238 duration=2.617514ms
alist-encrypt  | 2026-06-05T07:16:35 [req-4ed522] [移动云盘156:/encrypt] [propfind] Alist response: status=404
alist-encrypt  | 2026-06-05T07:16:35 [req-4ed522] [移动云盘156:/encrypt] [propfind] 404 retry: request=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CjplX--O.bin retry=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CjplX--O.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-4ed522] [移动云盘156:/encrypt] [propfind] Timings upstream=4.768198ms parse=8.573µs decrypt=194ns entries=0 bytes=9
alist-encrypt  | 2026-06-05T07:16:35 [req-4ed522] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.psb status=404 bytes=9 duration=4.8709ms
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sami
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] Using derived enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sami -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5COkI9d-i.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5COkI9d-i.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] Alist response: status=404
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] 404 retry: request=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5COkI9d-i.bin retry=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5COkI9d-i.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [propfind] Timings upstream=4.812945ms parse=8.461µs decrypt=68ns entries=0 bytes=9
alist-encrypt  | 2026-06-05T07:16:35 [req-f71bd2] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sami status=404 bytes=9 duration=4.900775ms
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.pjs
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] Using derived enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.pjs -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5Cj2aY--I.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5Cj2aY--I.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] Alist response: status=404
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] 404 retry: request=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5Cj2aY--I.bin retry=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5Cj2aY--I.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [propfind] Timings upstream=4.916284ms parse=8.679µs decrypt=160ns entries=0 bytes=9
alist-encrypt  | 2026-06-05T07:16:35 [req-c5a4a7] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.pjs status=404 bytes=9 duration=4.991925ms
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sup
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] Using derived enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sup -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CO+a0--w.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CO+a0--w.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] Alist response: status=404
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] 404 retry: request=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CO+a0--w.bin retry=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5CO+a0--w.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [propfind] Timings upstream=4.659539ms parse=8.342µs decrypt=241ns entries=0 bytes=9
alist-encrypt  | 2026-06-05T07:16:35 [req-64471a] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.sup status=404 bytes=9 duration=4.729772ms
alist-encrypt  | 2026-06-05T07:16:35+08:00 INF Normalized V2 playback sizes ciphertext_size=1833849240 client_range= file_size_after=1833849208 file_size_before=1833849208 header_len=32 plaintext_size=1833849208 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231635Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=06e3d25fdb73a58608efd2f32f0a314b437cfeae8f8b1cac12dd15ba6cf6bb6d upstream_content_range="bytes 0-1833849239/1833849240"
alist-encrypt  | 2026-06-05T07:16:36 [req-e7e665] [enc-api:/getStats] [request] POST /enc-api/getStats status=200 bytes=38234 duration=20.022369ms
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:36+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:36+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0b5V+YO0--k.bin"
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:36 [req-81a5ae] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 status=200 bytes=159744 duration=1.320303387s
alist-encrypt  | 2026-06-05T07:16:36+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [propfind] Timings upstream=3.235605ms parse=3.662226ms decrypt=714.586µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:36 [req-1b3adc] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=207 bytes=581 duration=8.403866ms
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=55)
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:36 [req-842705] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:16:37+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=2168243790 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" plaintext_size=2168243758 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:16:37+08:00 INF Normalized V2 playback sizes ciphertext_size=2168243790 client_range= file_size_after=2168243758 file_size_before=2168243758 header_len=32 plaintext_size=2168243758 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/18b691d8280347da802530a78fbd8bf9086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0p5V%2BYO0--3.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231637Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FojDWJGOCQu69QjSOKm5H-bSz3boxglTu&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=26d9dc94bdddde6f8aec0c210940b6c183b0d60372ebb9e00ffde0162d916fd3 upstream_content_range="bytes 0-2168243789/2168243790"
alist-encrypt  | 2026-06-05T07:16:38+08:00 ERR Error streaming decrypted content error="context canceled"
alist-encrypt  | 2026-06-05T07:16:38+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-05T07:16:38+08:00 ERR WebDAV GET decryption failed error="context canceled" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-05T07:16:38 [req-842705] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=200 bytes=149504 duration=1.326548019s
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [propfind] Timings upstream=4.691569ms parse=3.260416ms decrypt=81.967µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:39 [req-7b59b3] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=207 bytes=581 duration=8.233078ms
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=56)
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] File size: 1990866734, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:39 [req-23d7e5] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin
alist-encrypt  | 2026-06-05T07:16:39+08:00 INF Inspected V2 playback content meta category=playback ciphertext_size=1990866734 consumer_scenario=webdav_get header_len=32 path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" plaintext_size=1990866702 target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:39+08:00 INF Normalized V2 playback sizes ciphertext_size=1990866734 client_range=bytes=133743181- file_size_after=1990866702 file_size_before=1990866702 header_len=32 plaintext_size=1990866702 target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/b9d880f7292e4fd2b362ca01409aec82086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0o5V%2BYO0--v.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T231639Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlQyrgyGl9tQfyKK6FkFLCYOPoB1zpeDU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=1c7158b410d3241ce8b4e2fe1308aa05d9309ae437de5e9d9762b942b08994b6 upstream_content_range="bytes 133743213-1990866733/1990866734"
alist-encrypt  | 2026-06-05T07:16:40+08:00 ERR Error streaming decrypted content error="write tcp 172.18.0.10:5344->192.168.1.7:53446: write: connection reset by peer"
alist-encrypt  | 2026-06-05T07:16:40+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" failure_reason=network_error fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4" range=bytes=457- strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0o5V+YO0--v.bin"
alist-encrypt  | 2026-06-05T07:16:40+08:00 ERR WebDAV GET decryption failed error="write tcp 172.18.0.10:5344->192.168.1.7:53446: write: connection reset by peer" failure=network_error path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4"
alist-encrypt  | 2026-06-05T07:16:40 [req-16f8f9] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part002.mp4 status=206 bytes=84922368 duration=6.875517632s
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [propfind] Timings upstream=3.097715ms parse=3.707338ms decrypt=53.468µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:41 [req-127035] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=207 bytes=581 duration=7.04762ms
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [propfind] Timings upstream=4.604838ms parse=2.131453ms decrypt=51.267µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:41 [req-a3dd55] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=207 bytes=581 duration=6.941496ms
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [propfind] Timings upstream=7.838084ms parse=3.502975ms decrypt=43.326µs entries=1 bytes=581
alist-encrypt  | 2026-06-05T07:16:41 [req-ec1eba] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=207 bytes=581 duration=11.738295ms
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=57)
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:41 [req-713982] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=58)
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [strategy] Using learned strategy file_info_cache for path /移动云盘156/encrypt (success=59)
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-05T07:16:41 [req-1d1732] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-05T07:16:41 [req-45b8e5] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
